Unnamed: 0,Date,Time,Account,Account #,Account ID,Balance ID,Institution,Balance,Month,Week,Type,Class,Account Status,Date Added
389,01/20/1995,1995-01-20 08:00:00,Brokerage Account,xxxx3001,demo-account-BA06,bal-demo-account-ba06-032,Northstar Investments,"$89,420.00",01/01/1995,01/16/1995,Investment,Asset,Active,05/01/1992
390,01/20/1995,1995-01-20 08:00:00,Health Savings Account,xxxx3002,demo-account-HS07,bal-demo-account-hs07-032,Northstar Investments,"$12,080.00",01/01/1995,01/16/1995,Depository,Asset,Active,05/01/1992
391,01/20/1995,1995-01-20 08:00:00,Education Fund,xxxx3003,demo-account-EF08,bal-demo-account-ef08-032,Northstar Investments,"$19,810.00",01/01/1995,01/16/1995,Investment,Asset,Active,05/01/1992
392,01/20/1995,1995-01-20 08:00:00,Workplace 401(k),xxxx4001,demo-account-WK09,bal-demo-account-wk09-032,Northstar Investments,"$137,600.00",01/01/1995,01/16/1995,Investment,Asset,Active,05/01/1992
393,01/20/1995,1995-01-20 08:00:00,Roth IRA,xxxx4002,demo-account-RI10,bal-demo-account-ri10-032,Northstar Investments,"$31,850.00",01/01/1995,01/16/1995,Investment,Asset,Active,05/01/1992
394,01/20/1995,1995-01-20 08:00:00,Home Loan,xxxx5001,demo-account-HL11,bal-demo-account-hl11-032,Aurora Bank,"$150,085.00",01/01/1995,01/16/1995,Loan,Liability,Active,05/01/1992
395,01/20/1995,1995-01-20 08:00:00,Auto Loan,xxxx5002,demo-account-AL12,bal-demo-account-al12-032,Aurora Bank,"$4,400.00",01/01/1995,01/16/1995,Loan,Liability,Active,05/01/1992
396,02/20/1995,1995-02-20 08:00:00,Main Checking,xxxx1001,demo-account-MC01,bal-demo-account-mc01-033,Aurora Bank,"$5,545.00",02/01/1995,02/20/1995,Depository,Asset,Active,05/01/1992
397,02/20/1995,1995-02-20 08:00:00,Emergency Savings,xxxx1002,demo-account-ES02,bal-demo-account-es02-033,Aurora Bank,"$17,920.00",02/01/1995,02/20/1995,Depository,Asset,Active,05/01/1992
398,02/20/1995,1995-02-20 08:00:00,Travel Fund,xxxx1003,demo-account-TF03,bal-demo-account-tf03-033,Aurora Bank,"$5,855.00",02/01/1995,02/20/1995,Depository,Asset,Active,05/01/1992
399,02/20/1995,1995-02-20 08:00:00,Everyday Card,xxxx2001,demo-account-EC04,bal-demo-account-ec04-033,Harbor Card,$970.00,02/01/1995,02/20/1995,Credit,Liability,Active,05/01/1992
400,02/20/1995,1995-02-20 08:00:00,Travel Rewards Card,xxxx2002,demo-account-TR05,bal-demo-account-tr05-033,Harbor Card,"$1,240.00",02/01/1995,02/20/1995,Credit,Liability,Active,05/01/1992
401,02/20/1995,1995-02-20 08:00:00,Brokerage Account,xxxx3001,demo-account-BA06,bal-demo-account-ba06-033,Northstar Investments,"$93,180.00",02/01/1995,02/20/1995,Investment,Asset,Active,05/01/1992
402,02/20/1995,1995-02-20 08:00:00,Health Savings Account,xxxx3002,demo-account-HS07,bal-demo-account-hs07-033,Northstar Investments,"$12,815.00",02/01/1995,02/20/1995,Depository,Asset,Active,05/01/1992
403,02/20/1995,1995-02-20 08:00:00,Education Fund,xxxx3003,demo-account-EF08,bal-demo-account-ef08-033,Northstar Investments,"$21,730.00",02/01/1995,02/20/1995,Investment,Asset,Active,05/01/1992
404,02/20/1995,1995-02-20 08:00:00,Workplace 401(k),xxxx4001,demo-account-WK09,bal-demo-account-wk09-033,Northstar Investments,"$145,950.00",02/01/1995,02/20/1995,Investment,Asset,Active,05/01/1992
405,02/20/1995,1995-02-20 08:00:00,Roth IRA,xxxx4002,demo-account-RI10,bal-demo-account-ri10-033,Northstar Investments,"$33,490.00",02/01/1995,02/20/1995,Investment,Asset,Active,05/01/1992
406,02/20/1995,1995-02-20 08:00:00,Home Loan,xxxx5001,demo-account-HL11,bal-demo-account-hl11-033,Aurora Bank,"$149,265.00",02/01/1995,02/20/1995,Loan,Liability,Active,05/01/1992
407,02/20/1995,1995-02-20 08:00:00,Auto Loan,xxxx5002,demo-account-AL12,bal-demo-account-al12-033,Aurora Bank,"$3,805.00",02/01/1995,02/20/1995,Loan,Liability,Active,05/01/1992
408,03/20/1995,1995-03-20 08:00:00,Main Checking,xxxx1001,demo-account-MC01,bal-demo-account-mc01-034,Aurora Bank,"$5,150.00",03/01/1995,03/20/1995,Depository,Asset,Active,05/01/1992
409,03/20/1995,1995-03-20 08:00:00,Emergency Savings,xxxx1002,demo-account-ES02,bal-demo-account-es02-034,Aurora Bank,"$16,920.00",03/01/1995,03/20/1995,Depository,Asset,Active,05/01/1992
410,03/20/1995,1995-03-20 08:00:00,Travel Fund,xxxx1003,demo-account-TF03,bal-demo-account-tf03-034,Aurora Bank,"$4,710.00",03/01/1995,03/20/1995,Depository,Asset,Active,05/01/1992
411,03/20/1995,1995-03-20 08:00:00,Everyday Card,xxxx2001,demo-account-EC04,bal-demo-account-ec04-034,Harbor Card,"$1,840.00",03/01/1995,03/20/1995,Credit,Liability,Active,05/01/1992
412,03/20/1995,1995-03-20 08:00:00,Travel Rewards Card,xxxx2002,demo-account-TR05,bal-demo-account-tr05-034,Harbor Card,$630.00,03/01/1995,03/20/1995,Credit,Liability,Active,05/01/1992
413,03/20/1995,1995-03-20 08:00:00,Brokerage Account,xxxx3001,demo-account-BA06,bal-demo-account-ba06-034,Northstar Investments,"$89,040.00",03/01/1995,03/20/1995,Investment,Asset,Active,05/01/1992
414,03/20/1995,1995-03-20 08:00:00,Health Savings Account,xxxx3002,demo-account-HS07,bal-demo-account-hs07-034,Northstar Investments,"$13,340.00",03/01/1995,03/20/1995,Depository,Asset,Active,05/01/1992
415,03/20/1995,1995-03-20 08:00:00,Education Fund,xxxx3003,demo-account-EF08,bal-demo-account-ef08-034,Northstar Investments,"$20,930.00",03/01/1995,03/20/1995,Investment,Asset,Active,05/01/1992
416,03/20/1995,1995-03-20 08:00:00,Workplace 401(k),xxxx4001,demo-account-WK09,bal-demo-account-wk09-034,Northstar Investments,"$142,400.00",03/01/1995,03/20/1995,Investment,Asset,Active,05/01/1992
417,03/20/1995,1995-03-20 08:00:00,Roth IRA,xxxx4002,demo-account-RI10,bal-demo-account-ri10-034,Northstar Investments,"$34,860.00",03/01/1995,03/20/1995,Investment,Asset,Active,05/01/1992
418,03/20/1995,1995-03-20 08:00:00,Home Loan,xxxx5001,demo-account-HL11,bal-demo-account-hl11-034,Aurora Bank,"$148,810.00",03/01/1995,03/20/1995,Loan,Liability,Active,05/01/1992
419,03/20/1995,1995-03-20 08:00:00,Auto Loan,xxxx5002,demo-account-AL12,bal-demo-account-al12-034,Aurora Bank,"$3,890.00",03/01/1995,03/20/1995,Loan,Liability,Active,05/01/1992
420,04/20/1995,1995-04-20 08:00:00,Main Checking,xxxx1001,demo-account-MC01,bal-demo-account-mc01-035,Aurora Bank,"$5,715.00",04/01/1995,04/17/1995,Depository,Asset,Active,05/01/1992
421,04/20/1995,1995-04-20 08:00:00,Emergency Savings,xxxx1002,demo-account-ES02,bal-demo-account-es02-035,Aurora Bank,"$18,680.00",04/01/1995,04/17/1995,Depository,Asset,Active,05/01/1992
422,04/20/1995,1995-04-20 08:00:00,Travel Fund,xxxx1003,demo-account-TF03,bal-demo-account-tf03-035,Aurora Bank,"$5,645.00",04/01/1995,04/17/1995,Depository,Asset,Active,05/01/1992
423,04/20/1995,1995-04-20 08:00:00,Everyday Card,xxxx2001,demo-account-EC04,bal-demo-account-ec04-035,Harbor Card,$920.00,04/01/1995,04/17/1995,Credit,Liability,Active,05/01/1992
424,04/20/1995,1995-04-20 08:00:00,Travel Rewards Card,xxxx2002,demo-account-TR05,bal-demo-account-tr05-035,Harbor Card,"$1,480.00",04/01/1995,04/17/1995,Credit,Liability,Active,05/01/1992
425,04/20/1995,1995-04-20 08:00:00,Brokerage Account,xxxx3001,demo-account-BA06,bal-demo-account-ba06-035,Northstar Investments,"$93,200.00",04/01/1995,04/17/1995,Investment,Asset,Active,05/01/1992
426,04/20/1995,1995-04-20 08:00:00,Health Savings Account,xxxx3002,demo-account-HS07,bal-demo-account-hs07-035,Northstar Investments,"$12,385.00",04/01/1995,04/17/1995,Depository,Asset,Active,05/01/1992
427,04/20/1995,1995-04-20 08:00:00,Education Fund,xxxx3003,demo-account-EF08,bal-demo-account-ef08-035,Northstar Investments,"$22,450.00",04/01/1995,04/17/1995,Investment,Asset,Active,05/01/1992
428,04/20/1995,1995-04-20 08:00:00,Workplace 401(k),xxxx4001,demo-account-WK09,bal-demo-account-wk09-035,Northstar Investments,"$152,050.00",04/01/1995,04/17/1995,Investment,Asset,Active,05/01/1992
429,04/20/1995,1995-04-20 08:00:00,Roth IRA,xxxx4002,demo-account-RI10,bal-demo-account-ri10-035,Northstar Investments,"$32,550.00",04/01/1995,04/17/1995,Investment,Asset,Active,05/01/1992
430,04/20/1995,1995-04-20 08:00:00,Home Loan,xxxx5001,demo-account-HL11,bal-demo-account-hl11-035,Aurora Bank,"$148,085.00",04/01/1995,04/17/1995,Loan,Liability,Active,05/01/1992
431,04/20/1995,1995-04-20 08:00:00,Auto Loan,xxxx5002,demo-account-AL12,bal-demo-account-al12-035,Aurora Bank,"$3,475.00",04/01/1995,04/17/1995,Loan,Liability,Active,05/01/1992
